Id,Label,url,Main Topic,Total Views,Total Videos,Subscribers
UCbaUi8R6P1JGFkQJRGu-O_g,浅間　椎(あさま　しい)新人回線クソ雑魚vtuber,https://www.youtube.com/channel/UCbaUi8R6P1JGFkQJRGu-O_g,Role-playing video game,548653,290,1340
UC1VWwzt3YnmchnNR_lHH6aA,ねは,https://www.youtube.com/channel/UC1VWwzt3YnmchnNR_lHH6aA,Action game,671886,2294,2970
UCgSUllu5lFYvn3ztHe8_HBA,桜月 海夜-ohtsuki miya-,https://www.youtube.com/channel/UCgSUllu5lFYvn3ztHe8_HBA,Action game,46576,691,566
UCHennDqJKgCKCaUhQg9kvTg,永〜ei,https://www.youtube.com/channel/UCHennDqJKgCKCaUhQg9kvTg,,0,0,0
UClMUyVtehvhiRiEHb_MN5cQ,エイ・クロウ,https://www.youtube.com/channel/UClMUyVtehvhiRiEHb_MN5cQ,Action game,85426,638,796
UC7SWvZ-izqdaYnY3pSbDZkw,杏仁すもも - ani sumomo -,https://www.youtube.com/channel/UC7SWvZ-izqdaYnY3pSbDZkw,Role-playing video game,66643,96,1850
UCQePT4_gTnCeNDKCIQ8aEqg,-ch KuroseLopi / 黒瀬ろぴ,https://www.youtube.com/channel/UCQePT4_gTnCeNDKCIQ8aEqg,Music of Asia,7132,8,177
UC_bGCUlgaYAOiMHG627_fIQ,Nashilo Ch. 東雲那代,https://www.youtube.com/channel/UC_bGCUlgaYAOiMHG627_fIQ,Action-adventure game,21913,730,246
UCj49ry9LwMFt_EYv5YakoQw,緑雨めてゅ,https://www.youtube.com/channel/UCj49ry9LwMFt_EYv5YakoQw,Music of Asia,1208,7,11
UCXmaDQRCgEeiZw9ql86Lumg,かわうそ子 kawausoko,https://www.youtube.com/channel/UCXmaDQRCgEeiZw9ql86Lumg,Video game culture,52746,80,816
UCFXj9neAswGS-ExDTrv2xKg,バーチャルアカペラグループ twenty-four seven,https://www.youtube.com/channel/UCFXj9neAswGS-ExDTrv2xKg,Music of Asia,1916744,76,3630
UCc3wu2W3nGfS4pe0NmtvCRw,ムシサナダ,https://www.youtube.com/channel/UCc3wu2W3nGfS4pe0NmtvCRw,Action-adventure game,3485,83,107
UCTcMUeSJpoHWXEbCsvBDrlg,水月やまと(Mizuki Yamato),https://www.youtube.com/channel/UCTcMUeSJpoHWXEbCsvBDrlg,Music,1334150,158,2660
UCahV0qNpelNnUJ13aMYDJFg,ろーと - ch,https://www.youtube.com/channel/UCahV0qNpelNnUJ13aMYDJFg,Action-adventure game,29096,108,633
UCQeAfXPfpL5Q3tI27Ysc0qw,暁天イナ-アマツキ,https://www.youtube.com/channel/UCQeAfXPfpL5Q3tI27Ysc0qw,Action game,111141,801,1700
UCLKRVZ_80ZZyL7G1NbvpzkQ,Yonaga Channel,https://www.youtube.com/channel/UCLKRVZ_80ZZyL7G1NbvpzkQ,Action game,554511,1305,3000
UCEukkRcukrmAcp1h_Xnjf1Q,涼海レイキ -Suzumi Reiki-,https://www.youtube.com/channel/UCEukkRcukrmAcp1h_Xnjf1Q,Video game culture,1726482,940,1990
UCraXgSbyAxXGSIV-BU7KlGg,兎仲小恋叶ちゃんねる,https://www.youtube.com/channel/UCraXgSbyAxXGSIV-BU7KlGg,Video game culture,76183,466,1010
UC8BJe-dOawC1nvvcVabK8PQ,LIHJ,https://www.youtube.com/channel/UC8BJe-dOawC1nvvcVabK8PQ,,0,0,1260
UCL9_9Az2HB1mU9sSUL8zVoQ,ホンコワ,https://www.youtube.com/channel/UCL9_9Az2HB1mU9sSUL8zVoQ,Society,30756332,1730,112000
UCX3PvjGUu8WaU-CiP8wKzww,IEOIの休日,https://www.youtube.com/channel/UCX3PvjGUu8WaU-CiP8wKzww,Video game culture,84922,209,739
UCeaFgoabsZ9Iev8MrrtjguA,こんおぐれ【毎日20時シチュボ投稿】,https://www.youtube.com/channel/UCeaFgoabsZ9Iev8MrrtjguA,,13581827,2022,12600
UC3pTz4JgYIQx0DvCZgyOb0Q,なかつ都叶 -tsukana-,https://www.youtube.com/channel/UC3pTz4JgYIQx0DvCZgyOb0Q,Role-playing video game,60739,306,808
UCPwbaViL5sRJ6yMSEAI5jrg,イデア Voice channel,https://www.youtube.com/channel/UCPwbaViL5sRJ6yMSEAI5jrg,Entertainment,2577586,531,12500
UC8C1LLhBhf_E2IBPLSDJXlQ,健屋花那【にじさんじ】KanaSukoya,https://www.youtube.com/channel/UC8C1LLhBhf_E2IBPLSDJXlQ,Action-adventure game,139791218,1900,644000
UCmI1ZpKkY3i7tXAQhnXSJvg,Niwadu - にわづ,https://www.youtube.com/channel/UCmI1ZpKkY3i7tXAQhnXSJvg,Pop music,75213,39,1080
UCVohQZCIVC08-V0LWCSQgAQ,【ほぼ毎日21時配信】エフロンくん / Efron,https://www.youtube.com/channel/UCVohQZCIVC08-V0LWCSQgAQ,Action game,7980287,643,68900
UCpbu18sbRQlFSo1PtixzktQ,中町兄妹,https://www.youtube.com/channel/UCpbu18sbRQlFSo1PtixzktQ,Food,673888970,903,1610000
UCwQxakTsXvRoPlIb1YEL1fg,彼氏・旦那・パパをマジイケメンにしたいわ‼︎チャンネル,https://www.youtube.com/channel/UCwQxakTsXvRoPlIb1YEL1fg,Lifestyle (sociology),50827,10,1040
UCUHKXV102zeGsUo56BSzQJw,GINTA-official-,https://www.youtube.com/channel/UCUHKXV102zeGsUo56BSzQJw,Pop music,47659112,52,281000
UCXsfgk_k3eeRBQ4qKmTu3lw,ノイコ noyco,https://www.youtube.com/channel/UCXsfgk_k3eeRBQ4qKmTu3lw,Pop music,129373,28,942
UCu84IrpgLbmEelD7E_755QA,Singer Nanao【Anime & Tokusatsu Song Cover】,https://www.youtube.com/channel/UCu84IrpgLbmEelD7E_755QA,Music,33739007,1016,103000
UCP8Ly9PUyiAfc4GJxKnXyNw,聖秋流チャンネル,https://www.youtube.com/channel/UCP8Ly9PUyiAfc4GJxKnXyNw,Lifestyle (sociology),16341861,204,125000
UCdgfRnpHeNFcJ_jtWFs4ydQ,momohaha,https://www.youtube.com/channel/UCdgfRnpHeNFcJ_jtWFs4ydQ,Lifestyle (sociology),640159850,1388,722000
UCkFQY9E8yMlLtqGnu82mnkA,JESSICA,https://www.youtube.com/channel/UCkFQY9E8yMlLtqGnu82mnkA,Lifestyle (sociology),84491742,186,83400
UCpkC1h5SgR4YeGaFIwH2S4g,脇腹が痛い大内,https://www.youtube.com/channel/UCpkC1h5SgR4YeGaFIwH2S4g,,0,0,6750
UCh6eUVqErIE0B38vbIRzUqQ,かの/カノックスター,https://www.youtube.com/channel/UCh6eUVqErIE0B38vbIRzUqQ,Food,1297486704,1474,2210000
UCjl8UBoqlulhOn6OR8fpiUg,あみちゃんねる / 菊地亜美,https://www.youtube.com/channel/UCjl8UBoqlulhOn6OR8fpiUg,Lifestyle (sociology),105435887,553,258000
UCs3rdrQv6WCeOIVSvL8jQrw,レヴィア・L・マクロバーツ,https://www.youtube.com/channel/UCs3rdrQv6WCeOIVSvL8jQrw,Video game culture,22136915,1378,10600
UC-hM6YJuNYVAmUWxeIr9FeA,Miko Ch. さくらみこ,https://www.youtube.com/channel/UC-hM6YJuNYVAmUWxeIr9FeA,Music,1010374348,2257,2430000
UCJ6IsDg6y8jFdyHvfXV6aNQ,Z3N,https://www.youtube.com/channel/UCJ6IsDg6y8jFdyHvfXV6aNQ,Pop music,140005,182,1610
UCZeWkiM4W_jx2ppjvRlsaIA,クロミKuromi †,https://www.youtube.com/channel/UCZeWkiM4W_jx2ppjvRlsaIA,Music of Asia,55527,85,533
UC1gIWcMPg7f9dTCm-z5NeqQ,Aoi Sumire Chan,https://www.youtube.com/channel/UC1gIWcMPg7f9dTCm-z5NeqQ,Pop music,107512,357,534
UCaDUoaxT9-lNYrB65Drs22Q,stariss ★ 夜中,https://www.youtube.com/channel/UCaDUoaxT9-lNYrB65Drs22Q,Pop music,23739,32,1850
UC9iIFj6J_tkSmmcVq5LhK2w,fleurdechant,https://www.youtube.com/channel/UC9iIFj6J_tkSmmcVq5LhK2w,Music of Asia,77466,66,2280
UCCrRrZ42klvWtDjJtxYWUZw,TAMAneko,https://www.youtube.com/channel/UCCrRrZ42klvWtDjJtxYWUZw,Music of Asia,27295,34,411
UCHXqm6im50_Gr4oKL15XN1A,Kai✮,https://www.youtube.com/channel/UCHXqm6im50_Gr4oKL15XN1A,Pop music,653259,378,2610
UCEPz7qJRNuQ8EL-lggJXZpQ,ShiSakun,https://www.youtube.com/channel/UCEPz7qJRNuQ8EL-lggJXZpQ,Pop music,215360,75,2510
UCdIIkWHFR9Esvt5sVLsLq1A,Riko's flower garden,https://www.youtube.com/channel/UCdIIkWHFR9Esvt5sVLsLq1A,Pop music,388093,35,2980
UCihu5ygkTXm8CeFhD1Tx3eg,Sayri,https://www.youtube.com/channel/UCihu5ygkTXm8CeFhD1Tx3eg,Music of Asia,893629,52,7360
UCxu54sFcSKCrOwN4zjKrp_Q,you-TV,https://www.youtube.com/channel/UCxu54sFcSKCrOwN4zjKrp_Q,Music,138607,43,289
UCH3rKVI8cDtjWbOIq9cQRDA,Mochi,https://www.youtube.com/channel/UCH3rKVI8cDtjWbOIq9cQRDA,Pop music,4256,6,37
UCqcfi3b72kU9PafMtw1Wbow,VENDANIE CDB,https://www.youtube.com/channel/UCqcfi3b72kU9PafMtw1Wbow,Action game,129112,194,5500
UCCFALw4YEYRmpOieyBh0daA,Mayli Abigail,https://www.youtube.com/channel/UCCFALw4YEYRmpOieyBh0daA,Action-adventure game,717965,142,17800
UC0GPIyhex_7H9msCOTOu_Jw,Nanas Laviola,https://www.youtube.com/channel/UC0GPIyhex_7H9msCOTOu_Jw,Role-playing video game,64419,53,2770
UCMi8t45l3oEqolXgDjonJzQ,Paus William,https://www.youtube.com/channel/UCMi8t45l3oEqolXgDjonJzQ,Pop music,3057,3,140
UC_mBznabzUwBhYekmcbMsOA,DNZL,https://www.youtube.com/channel/UC_mBznabzUwBhYekmcbMsOA,Pop music,0,0,2240
UCgO8kYJBkm5jvUJkV9H9mIw,nahmier,https://www.youtube.com/channel/UCgO8kYJBkm5jvUJkV9H9mIw,Action-adventure game,7167165,1295,38100
UCF4nVNEKxi8r4SHrVp0COKw,Lilee,https://www.youtube.com/channel/UCF4nVNEKxi8r4SHrVp0COKw,Action game,106859,13,3870
UCQ1n_PUxgvTn9nZISqHpylw,aufy!,https://www.youtube.com/channel/UCQ1n_PUxgvTn9nZISqHpylw,Action-adventure game,106296,113,2620
UCiQqoLW9mk4h5rtAoaxfC1A,Kayylis,https://www.youtube.com/channel/UCiQqoLW9mk4h5rtAoaxfC1A,,1678,1,36
UCx36vZi37hlI49AlPyk9srw,Gery Manoy,https://www.youtube.com/channel/UCx36vZi37hlI49AlPyk9srw,Independent music,1502754,14,9460
UC-_FWBTlrg9yMgAdym2s0TA,SOUND CREATIVE GENERATION,https://www.youtube.com/channel/UC-_FWBTlrg9yMgAdym2s0TA,Electronic music,3646,6,130
UCS1YAxiFyZ6bF8ubfwRBXxw,Evocative Official,https://www.youtube.com/channel/UCS1YAxiFyZ6bF8ubfwRBXxw,Electronic music,8914,5,249
UCwwhJVHR2fQsQPnSo0_qYfA,IGO MARGILANO,https://www.youtube.com/channel/UCwwhJVHR2fQsQPnSo0_qYfA,Music of Asia,3932732,108,24800
UCBS-WyNCcLBA97WCYXlOJLQ,3xcy,https://www.youtube.com/channel/UCBS-WyNCcLBA97WCYXlOJLQ,Action-adventure game,208386,73,3460
UCN9Cj0xmL0lDoAsb4d6m5gA,FADHLIFAY,https://www.youtube.com/channel/UCN9Cj0xmL0lDoAsb4d6m5gA,Role-playing video game,87464,608,1380
UCrNI1eJO_1oThZTac-LJiUQ,yujenk,https://www.youtube.com/channel/UCrNI1eJO_1oThZTac-LJiUQ,Hip hop music,371420,46,3090
UC1OWKjC2Cdu41WT3y69jd0w,El Fuego,https://www.youtube.com/channel/UC1OWKjC2Cdu41WT3y69jd0w,Action-adventure game,168914,258,3390
UCB5T6jlj4wB52h4oxuhikeA,Albie,https://www.youtube.com/channel/UCB5T6jlj4wB52h4oxuhikeA,Rhythm and blues,77906,20,1320
UCTrrKFc3lUcnHOSmt1OoeNA,ClipMean,https://www.youtube.com/channel/UCTrrKFc3lUcnHOSmt1OoeNA,Entertainment,3335,0,1740
UCcdgtlcIai9P73w-X3pNqLA,GRAKHIEL,https://www.youtube.com/channel/UCcdgtlcIai9P73w-X3pNqLA,Role-playing video game,4007475,306,65700
UCGLcxAEJlYzEaLdJcd2bB1Q,Ayya Zerachiel,https://www.youtube.com/channel/UCGLcxAEJlYzEaLdJcd2bB1Q,,0,0,1270
UCAZ_PZkpYvF6gg_hAu1nQ_A,Dismiazs,https://www.youtube.com/channel/UCAZ_PZkpYvF6gg_hAu1nQ_A,Pop music,13697,69,485
UCGVF0Hm89Vg8LfsjSqi_Hzw,Noroi Alanera,https://www.youtube.com/channel/UCGVF0Hm89Vg8LfsjSqi_Hzw,Music of Asia,17689,29,1460
UCoKQhFQUtg6H09u6fHFN1AA,Enji NC,https://www.youtube.com/channel/UCoKQhFQUtg6H09u6fHFN1AA,Action game,127317,292,11700
UCaQod6Hl4_3OBWsvSHaRVMQ,Rania Chiwawa,https://www.youtube.com/channel/UCaQod6Hl4_3OBWsvSHaRVMQ,,0,0,32100
UCA7tDob1IQiKWXnGktjPKQA,Noemi Hestia,https://www.youtube.com/channel/UCA7tDob1IQiKWXnGktjPKQA,Entertainment,8642436,673,74300
UCD-76VP2pJuTnyY4AnvXVDg,Igni Redmond Ch.,https://www.youtube.com/channel/UCD-76VP2pJuTnyY4AnvXVDg,Action-adventure game,172924,232,6780
UCb-cLXWVOGVJHfkIfHt8Dfg,Fiona Clearesta Ch.,https://www.youtube.com/channel/UCb-cLXWVOGVJHfkIfHt8Dfg,Role-playing video game,472440,326,18100
UCPC3SoyFJq1uwvaqt1k5JbA,fladieska,https://www.youtube.com/channel/UCPC3SoyFJq1uwvaqt1k5JbA,Music,574541893,1344,533000
UCdABU1aPgGIIIUwItPmiSOg,flodieska,https://www.youtube.com/channel/UCdABU1aPgGIIIUwItPmiSOg,Lifestyle (sociology),362273727,1422,369000
UC_bYGVAaAWnvTR-KgaFuExQ,わらび,https://www.youtube.com/channel/UC_bYGVAaAWnvTR-KgaFuExQ,Hobby,569024,159,708
UCufmDRojSBjZkU_kJENNP7A,輝三毛　Mike Kagayaki,https://www.youtube.com/channel/UCufmDRojSBjZkU_kJENNP7A,Action-adventure game,167864,306,450
UC5TjZZKMcuzvEFlrh4eL98g,十冬STOLAS,https://www.youtube.com/channel/UC5TjZZKMcuzvEFlrh4eL98g,Video game culture,20985,62,2620
UCTKLqxkaBwwaVs4Ds3bSCsA,珂賽特 Cosette,https://www.youtube.com/channel/UCTKLqxkaBwwaVs4Ds3bSCsA,,1165767,568,14600
UCwdBK5HWvhrjkKRmPRgyXBQ,好冷又好爽 ch.,https://www.youtube.com/channel/UCwdBK5HWvhrjkKRmPRgyXBQ,Action game,187291,503,2120
UCx7GU8C3cr7vqp_SbS-8P-w,ReLive_灰妲 DaDa,https://www.youtube.com/channel/UCx7GU8C3cr7vqp_SbS-8P-w,Video game culture,6114514,1736,52300
UCBISmsjpeOHFCLVmQXigeMw,Keep Running kênh Việtnam,https://www.youtube.com/channel/UCBISmsjpeOHFCLVmQXigeMw,Entertainment,129406424,2212,266000
UCWoYn-EFLE1AtRFQp0Jfs3w,Keep Running ประเทศไทย,https://www.youtube.com/channel/UCWoYn-EFLE1AtRFQp0Jfs3w,Television program,13017293,718,51100
UCa1Tgj7qikpdI-juBZ0HRug,Keep Running Malaysia,https://www.youtube.com/channel/UCa1Tgj7qikpdI-juBZ0HRug,Entertainment,191110869,3336,112000
UCHTnX0CSX_KObo5I9WuZ64g,YuNi - official channel -,https://www.youtube.com/channel/UCHTnX0CSX_KObo5I9WuZ64g,Music of Asia,148680016,637,382000
UC0UKL0fIkNUANaGAgqFERbg,irucaice / いるかアイス,https://www.youtube.com/channel/UC0UKL0fIkNUANaGAgqFERbg,Music video game,11358682,209,46200
UC9AYHlE2OLcMlZJo3MBlfkQ,cosMo@bousouP Official Channel,https://www.youtube.com/channel/UC9AYHlE2OLcMlZJo3MBlfkQ,Music of Asia,205332470,109,569000
UCcXakhq6f5aLOloAvC-GclQ,Sotomogi,https://www.youtube.com/channel/UCcXakhq6f5aLOloAvC-GclQ,Music of Asia,1646036,97,30700
UCm_1n9F3A6pz-Ms2NP93tBA,音楽的同位体 可不・星界・裏命・狐子・羽累 Musical Isotope,https://www.youtube.com/channel/UCm_1n9F3A6pz-Ms2NP93tBA,Music of Asia,9575468,115,111000
UCG5X0VE9kGhT3Hluuw1PcUg,マホトア豆腐店,https://www.youtube.com/channel/UCG5X0VE9kGhT3Hluuw1PcUg,Electronic music,180133,23,1210
UCOr0o1qvib-TDaCUEdrbtPA,kitanoyus,https://www.youtube.com/channel/UCOr0o1qvib-TDaCUEdrbtPA,Film,216926,46,1310
UChl7kAxzdXCUQDQzk5Qm30g,wotaku,https://www.youtube.com/channel/UChl7kAxzdXCUQDQzk5Qm30g,Music of Asia,150982393,134,412000
UCz-IailvAsZZK9_By6ZAnfA,どーぱみん,https://www.youtube.com/channel/UCz-IailvAsZZK9_By6ZAnfA,Music of Asia,7610234,82,34000
UCggV1GgBVYxT4NGpt2VYyMQ,namigroove,https://www.youtube.com/channel/UCggV1GgBVYxT4NGpt2VYyMQ,Music,39799887,238,103000
UClryHGaP83tejN3oGqvRZFA,夏山よつぎ,https://www.youtube.com/channel/UClryHGaP83tejN3oGqvRZFA,Film,23799316,142,68400
UCwl_hcsJW11pZiteJsajxEw,只野 楓 / A4。,https://www.youtube.com/channel/UCwl_hcsJW11pZiteJsajxEw,Pop music,12694603,73,44700
UCfakqZayQe_kTH6IPD6kXKg,LouieZongVEVO,https://www.youtube.com/channel/UCfakqZayQe_kTH6IPD6kXKg,Music,3780,1,3
UCDsaRDKTCsGBJMUKx-KtukA,Jamie Paige / JamieP,https://www.youtube.com/channel/UCDsaRDKTCsGBJMUKx-KtukA,Music of Asia,110644943,17,314000
UCNm885IMpFM5k-7ICGdMs7w,Vane Lily,https://www.youtube.com/channel/UCNm885IMpFM5k-7ICGdMs7w,Electronic music,139481316,43,307000
UCo68uWcA0lTpPlvVTm3nojQ,ricedeity,https://www.youtube.com/channel/UCo68uWcA0lTpPlvVTm3nojQ,Pop music,9499755,43,45100
UCcI0OYCT-mRuf_3cURyDJzA,khee chuu,https://www.youtube.com/channel/UCcI0OYCT-mRuf_3cURyDJzA,Action-adventure game,8248109,278,59500
UCBFgXkSMHi7v0fbETq68zow,CheezItsAreYummy,https://www.youtube.com/channel/UCBFgXkSMHi7v0fbETq68zow,Electronic music,10645633,187,39900
UCLJ2yAEt9pzOqJnchW9Q8dA,Edlinklover,https://www.youtube.com/channel/UCLJ2yAEt9pzOqJnchW9Q8dA,Video game culture,26478,10,750
UCoR82EwAPKf0D7DZhr-QYdQ,friendxp,https://www.youtube.com/channel/UCoR82EwAPKf0D7DZhr-QYdQ,Music of Asia,430569,24,2850
UC43WomfrHDRB6ETeKnNQfUg,ivylare,https://www.youtube.com/channel/UC43WomfrHDRB6ETeKnNQfUg,Pop music,97524,54,1200
UCpToE5VBKZOPYev0llwFvOw,suzie,https://www.youtube.com/channel/UCpToE5VBKZOPYev0llwFvOw,Music of Asia,37542431,77,151000
UCbqqGrk6R24GUb9aPTqvqVw,VocaCircus,https://www.youtube.com/channel/UCbqqGrk6R24GUb9aPTqvqVw,Electronic music,151641886,135,329000
UCLiIT1BzIwxLYKvVJXyvgBQ,enid ch.,https://www.youtube.com/channel/UCLiIT1BzIwxLYKvVJXyvgBQ,Action game,3072,18,317
UCnOBaBYMfILK_IV8W22g_XQ,Mikan Project,https://www.youtube.com/channel/UCnOBaBYMfILK_IV8W22g_XQ,Entertainment,6832,9,345
UCyUK_5nPZV5nbPMTSQ9bF0g,Yerevanhousecommunity,https://www.youtube.com/channel/UCyUK_5nPZV5nbPMTSQ9bF0g,,1786,1,21
UC8Ib-XXYNYJTycmQ3jeH1Ug,HUNCHO JOSHI,https://www.youtube.com/channel/UC8Ib-XXYNYJTycmQ3jeH1Ug,Film,464171,333,3010
UCCwUeT5NSf0nwWGlAchZPoQ,JustDan Beats,https://www.youtube.com/channel/UCCwUeT5NSf0nwWGlAchZPoQ,Music,90292533,745,216000
UCEAmxa7oCprEFEwiP-dc0sg,SanchoWest Fortnite,https://www.youtube.com/channel/UCEAmxa7oCprEFEwiP-dc0sg,Role-playing video game,48581465,2737,75900
UCHaI3nApNygH9pFy3Q025ng,Zenn,https://www.youtube.com/channel/UCHaI3nApNygH9pFy3Q025ng,Action game,13528316,70,208000
UCQJeE0OumzhvzFBJBtzdM5w,npen,https://www.youtube.com/channel/UCQJeE0OumzhvzFBJBtzdM5w,Action-adventure game,16845289,702,62800
UCrkczetjm8_lbYKlCD4E1fw,LEGIQN,https://www.youtube.com/channel/UCrkczetjm8_lbYKlCD4E1fw,Role-playing video game,126977396,1385,863000
UCQmE9qgzRd2eGqJ1Z2ACl5A,Alienware,https://www.youtube.com/channel/UCQmE9qgzRd2eGqJ1Z2ACl5A,Technology,8310807,204,237000
UCGQwodjaym11y-y3IyKZAiQ,SavageMike,https://www.youtube.com/channel/UCGQwodjaym11y-y3IyKZAiQ,Role-playing video game,390229007,2317,534000
UCtXXTHvX5FyQkduUTxvOZzw,Aid,https://www.youtube.com/channel/UCtXXTHvX5FyQkduUTxvOZzw,Action game,2504710245,1531,1840000
UCVDYbtRWurLxFk4lsqI3W4g,CouRage Shorts,https://www.youtube.com/channel/UCVDYbtRWurLxFk4lsqI3W4g,Action game,378351587,205,767000
UCd8NFPdgSZcQth4fcQZulEQ,Symfuhny,https://www.youtube.com/channel/UCd8NFPdgSZcQth4fcQZulEQ,Role-playing video game,93651562,1111,1010000
UCDogdKl7t7NHzQ95aEwkdMw,Sidemen,https://www.youtube.com/channel/UCDogdKl7t7NHzQ95aEwkdMw,Sport,7837834431,488,23300000
UCVtFOytbRpEvzLjvqGG5gxQ,KSI Music,https://www.youtube.com/channel/UCVtFOytbRpEvzLjvqGG5gxQ,Electronic music,6038154138,1250,24800000
UCPbGiUt4Yu8EsaFM-KAmgjg,Grizzy,https://www.youtube.com/channel/UCPbGiUt4Yu8EsaFM-KAmgjg,Role-playing video game,574820179,922,2240000
UCctNbNYKhhzSKXH60vB7x4A,Cloakzy,https://www.youtube.com/channel/UCctNbNYKhhzSKXH60vB7x4A,Role-playing video game,137370084,1704,1320000
UCCsj3Uk-cuVQejdoX-Pc_Lg,MagicofRahat,https://www.youtube.com/channel/UCCsj3Uk-cuVQejdoX-Pc_Lg,Film,1563839655,279,7320000
UCagoz5xdDQtz4HLtNOuMkUw,Justin Willman,https://www.youtube.com/channel/UCagoz5xdDQtz4HLtNOuMkUw,Film,118548830,570,170000
UCnyxus3H0_-F8Q6gQTkg41g,Danny Mullen,https://www.youtube.com/channel/UCnyxus3H0_-F8Q6gQTkg41g,Entertainment,167217109,414,884000
UCytgnJE6TrzTTq19GYCOyTg,Tyler Blanchard,https://www.youtube.com/channel/UCytgnJE6TrzTTq19GYCOyTg,Entertainment,3342168222,247,4740000
UCC3QcELzK0ioPW2sBJXAHEw,Splashway Waterpark & Campgrounds,https://www.youtube.com/channel/UCC3QcELzK0ioPW2sBJXAHEw,Lifestyle (sociology),1312010470,530,2200000
UCZcKjBfT0e4gpm1DdmwQKsw,Hope LaVine,https://www.youtube.com/channel/UCZcKjBfT0e4gpm1DdmwQKsw,Lifestyle (sociology),132218545,271,90700
UCTevXUV9L6_hgvFlLDMmf1w,FaZe,https://www.youtube.com/channel/UCTevXUV9L6_hgvFlLDMmf1w,Lifestyle (sociology),73785655,52,665000
UCb9iyrxkhvfG2mLUuI_1eUQ,Rakai Live,https://www.youtube.com/channel/UCb9iyrxkhvfG2mLUuI_1eUQ,Lifestyle (sociology),247139903,1162,1100000
UCey-eDTR5J6xU6pZ2f4guoA,Adin Live,https://www.youtube.com/channel/UCey-eDTR5J6xU6pZ2f4guoA,Mixed martial arts,1692070486,2975,4620000
UCsiqlKIUDHZJVG4smMvhF4w,N3ON,https://www.youtube.com/channel/UCsiqlKIUDHZJVG4smMvhF4w,Lifestyle (sociology),359715871,2319,1110000
UCGgJAPk89HEfrPDPhbxHFSA,Sam Fernandez,https://www.youtube.com/channel/UCGgJAPk89HEfrPDPhbxHFSA,Lifestyle (sociology),4113097,46,19800
UCnmgJmPEGl32RGkOL8nhWJA,Brocky,https://www.youtube.com/channel/UCnmgJmPEGl32RGkOL8nhWJA,Strategy video game,789558,18,20200
UCXT06hjHOF6ERJ5Zydr4e-A,SnuffyFluffy,https://www.youtube.com/channel/UCXT06hjHOF6ERJ5Zydr4e-A,Role-playing video game,146074,22,21100
UC3xvVkOrs3HV567JY4ERKjw,Washed,https://www.youtube.com/channel/UC3xvVkOrs3HV567JY4ERKjw,Action game,493137,6,120000
UC5KQq8QVBOLAMwUNnjpXwbw,Kira,https://www.youtube.com/channel/UC5KQq8QVBOLAMwUNnjpXwbw,Action-adventure game,767665,59,23400
UCgON8HBBSs1YzkqS_M6o4AA,Wally1k,https://www.youtube.com/channel/UCgON8HBBSs1YzkqS_M6o4AA,Action game,59962347,336,480000
UCFMv8zxmt6bc4lVKyT2PniQ,Konfuzion,https://www.youtube.com/channel/UCFMv8zxmt6bc4lVKyT2PniQ,Strategy video game,56729509,106,443000
UCVCe4uqy-3f8Ee7dFvZllug,hJune,https://www.youtube.com/channel/UCVCe4uqy-3f8Ee7dFvZllug,Action-adventure game,69769336,363,591000
UCj-wTLj0p0YvTkS-9-ACm0A,Blooprint,https://www.youtube.com/channel/UCj-wTLj0p0YvTkS-9-ACm0A,Role-playing video game,528492545,290,2490000
UCzOfLNkiScJp3U_h_QlvHHg,Willjum,https://www.youtube.com/channel/UCzOfLNkiScJp3U_h_QlvHHg,Strategy video game,423614715,424,1940000
UC4eLhoPOULG6g66v_w-irXQ,Miloš,https://www.youtube.com/channel/UC4eLhoPOULG6g66v_w-irXQ,Action-adventure game,11269,6,158
UCYLykz0SL1BiAzRoKPyuxMw,ReeceR,https://www.youtube.com/channel/UCYLykz0SL1BiAzRoKPyuxMw,Action-adventure game,8022,11,131
UCgivJUSEde-VsQGFWYFN0NQ,Cam,https://www.youtube.com/channel/UCgivJUSEde-VsQGFWYFN0NQ,Role-playing video game,6214670,85,55400
UCGSN_cIgIcBYZhumot7LXhg,LolaIndigoVEVO,https://www.youtube.com/channel/UCGSN_cIgIcBYZhumot7LXhg,Electronic music,1121313616,71,208000
UC7DIEFF46WmrUNhUK_ZmV5g,SDMofficielVEVO,https://www.youtube.com/channel/UC7DIEFF46WmrUNhUK_ZmV5g,Rhythm and blues,30854795,5,234
UC5M-zwNtSM_M2-J-wyRgl4g,TIAKOLA,https://www.youtube.com/channel/UC5M-zwNtSM_M2-J-wyRgl4g,Pop music,797756343,65,1650000
UCLkNcN2ort4Rf5VcL1cfx0A,Bassoonify,https://www.youtube.com/channel/UCLkNcN2ort4Rf5VcL1cfx0A,Music,1345615,47,8660
UCVzglaKuLai2OwCOyG7AOiA,Medllix,https://www.youtube.com/channel/UCVzglaKuLai2OwCOyG7AOiA,Classical music,441054,35,4530
UCAnb4PnS1cc4k3L_rouYSxw,zingerz,https://www.youtube.com/channel/UCAnb4PnS1cc4k3L_rouYSxw,Jazz,914143,43,14600
UCfgFnHXoUvMiWxVB8ALnX5g,dystopian tanuki,https://www.youtube.com/channel/UCfgFnHXoUvMiWxVB8ALnX5g,Music,859457,137,10100
UC6D6iPcrcPhAb6970f7LCcw,IvanB,https://www.youtube.com/channel/UC6D6iPcrcPhAb6970f7LCcw,Technology,280920,26,1660
